cmpdname,drugbank_id,atc_code,atc_label
Droxidopa,DB06262,C01,Cardiac therapy 
Demegestone,DB13857,G03,Sex hormones and modulators of the genital system 
Quinupramine,DB13246,N06,Psychoanaleptics 
Carbenicillin indanyl,DB09319,J01,Antibacterials for systemic use 
Dimetacrine,DB08996,N06,Psychoanaleptics 
Acetoxolone,DB13640,A02,Drugs for acid related disorders 
Difenpiramide,DB13371,M01,Antiinflammatory and antirheumatic products 
Gestonorone,DB13230,G03,Sex hormones and modulators of the genital system 
Gestonorone,DB13230,L02,Endocrine therapy 
Phenglutarimide,DB13413,N04,Anti-parkinson drugs 
Fulvestrant,DB00947,L02,Endocrine therapy 
Alfaxalone,DB11371,N01,Anesthetics 
Rimonabant,DB06155,A08,"Antiobesity preparations, excl. diet products "
Bosentan,DB00559,C02,Antihypertensives 
Cyfluthrin,DB13828,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Indobufen,DB12545,B01,Antithrombotic agents 
Dihydroergocristine,DB13345,C04,Peripheral vasodilators 
Racecadotril,DB11696,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents"
Perindopril,DB00790,C09,Agents acting on the renin-angiotensin system 
Ethacizine,DB13645,C01,Cardiac therapy 
Fingolimod,DB05286,L04,Immunosuppressants 
Trabectedin,DB05109,L01,Antineoplastic agents 
Tadalafil,DB00820,G04,Urologicals 
Dimethylaminopropionylphenothiazine,DB13672,A03,Drugs for functional gastrointestinal disorders 
Landiolol,DB12212,C07,Beta blocking agents 
Amdinocillin Pivoxil,DB01605,J01,Antibacterials for systemic use 
Paliperidone,DB01267,N05,Psycholeptics 
Nitisinone,DB00348,A16,Other alimentary tract and metabolism products 
Tafenoquine,DB06608,P01,Antiprotozoals 
Clofarabine,DB00631,L01,Antineoplastic agents 
Ammonia N-13,DB09326,V09,Diagnostic radiopharmaceuticals 
Pramipexole,DB00413,N04,Anti-parkinson drugs 
Mosapride,DB11675,A03,Drugs for functional gastrointestinal disorders 
Valdecoxib,DB00580,M01,Antiinflammatory and antirheumatic products 
Parecoxib,DB08439,M01,Antiinflammatory and antirheumatic products 
Prenoxdiazine,DB13397,R05,Cough and cold preparations 
Carglumic Acid,DB06775,A16,Other alimentary tract and metabolism products 
Hydroquinine,DB13718,C01,Cardiac therapy 
Hydroquinine,DB13718,M09,Other drugs for disorders of the musculo-skeletal system 
Mitiglinide,DB01252,A10,Drugs used in diabetes 
Ezogabine,DB04953,N03,Antiepileptics 
Scintadren,DB13622,V09,Diagnostic radiopharmaceuticals 
Mebicar,DB13522,N06,Psychoanaleptics 
Efaproxiral,DB08486,L01,Antineoplastic agents 
Eprozinol,DB13395,R03,Drugs for obstructive airway diseases
Almotriptan,DB00918,N02,Analgesics 
Etoricoxib,DB01628,M01,Antiinflammatory and antirheumatic products 
Tazobactam,DB01606,J01,Antibacterials for systemic use 
Gefitinib,DB00317,L01,Antineoplastic agents 
Meldonium,DB13723,C01,Cardiac therapy
l-Alanyl-l-glutamine,DB11876,B05,Blood substitutes and perfusion solutions 
Desloratadine,DB00967,R06,Antihistamines for systemic use 
Garenoxacin,DB06160,J01,Antibacterials for systemic use 
Glutathione,DB00143,V03,All other therapeutic products 
Desvenlafaxine,DB06700,N06,Psychoanaleptics 
Methotrexate,DB00563,L04,Immunosuppressants 
Methotrexate,DB00563,L01,Antineoplastic agents 
Reboxetine,DB00234,N06,Psychoanaleptics 
Cefbuperazone,DB13638,J01,Antibacterials for systemic use 
Tamsulosin,DB00706,G04,Urologicals 
Rufinamide,DB06201,N03,Antiepileptics 
Sulbactam,DB09324,J01,Antibacterials for systemic use 
Dexpanthenol,DB09357,A11,Vitamins
Dexpanthenol,DB09357,D03,Preparations for treatment of wounds and ulcers 
Dexpanthenol,DB09357,S01,Ophthalmologicals
Arbidol,DB13609,J05,Antivirals for systemic use 
Fosamprenavir,DB01319,J05,Antivirals for systemic use 
Safinamide,DB06654,N04,Anti-parkinson drugs 
Abiraterone,DB05812,L02,Endocrine therapy 
Ivabradine,DB09083,C01,Cardiac therapy
Rupatadine,DB11614,R06,Antihistamines for systemic use 
Febuxostat,DB04854,M04,Antigout preparations 
Pixantrone,DB06193,L01,Antineoplastic agents 
Pomalidomide,DB08910,L04,Immunosuppressants 
Escitalopram,DB01175,N06,Psychoanaleptics 
Pralatrexate,DB06813,L01,Antineoplastic agents 
Docetaxel,DB01248,L01,Antineoplastic agents 
Atazanavir,DB01072,J05,Antivirals for systemic use 
Lonafarnib,DB06448,A16,Other alimentary tract and metabolism products 
Levofloxacin,DB01137,J01,Antibacterials for systemic use 
Levofloxacin,DB01137,S01,Ophthalmologicals 
Ezetimibe,DB00973,C10,Lipid modifying agents 
Ertapenem,DB00303,J01,Antibacterials for systemic use 
Nepafenac,DB06802,S01,Ophthalmologicals 
Lumiracoxib,DB01283,M01,Antiinflammatory and antirheumatic products 
Conivaptan,DB00872,C03,Diuretics 
Moxifloxacin,DB00218,J01,Antibacterials for systemic use 
Moxifloxacin,DB00218,S01,Ophthalmologicals 
Clevidipine,DB04920,C08,Calcium channel blockers 
Solifenacin,DB01591,G04,Urologicals 
Dexmethylphenidate,DB06701,N06,Psychoanaleptics 
Peramivir,DB06614,J05,Antivirals for systemic use 
Bazedoxifene,DB06401,G03,Sex hormones and modulators of the genital system 
Hyoscyamine,DB00424,A03,Drugs for functional gastrointestinal disorders 
Xamoterol,DB13781,C01,Cardiac therapy 
Iofetamine (123I),DB09480,V09,Diagnostic radiopharmaceuticals 
Naproxen,DB00788,G02,Other gynecologicals 
Naproxen,DB00788,M01,Antiinflammatory and antirheumatic products 
Naproxen,DB00788,M02,Topical products for joint and muscular pain 
Cinacalcet,DB01012,H05,Calcium homeostasis 
Lactitol,DB12942,A06,Drugs for constipation 
Lubiprostone,DB01046,A06,Drugs for constipation 
Methyl Aminolevulinate,DB00992,L01,Antineoplastic agents 
Gadoteric acid,DB09132,V08,Contrast media 
Camphor (synthetic),DB01744,C01,Cardiac therapy
Telbivudine,DB01265,J05,Antivirals for systemic use 
Clofibride,DB13849,C10,Lipid modifying agents 
Butylscopolamine,DB09300,A03,Drugs for functional gastrointestinal disorders 
Tidiacic arginine,DB13748,A05,Bile and liver therapy 
Sodium aurotiosulfate,DB13743,M01,Antiinflammatory and antirheumatic products 
Tixocortol,DB09091,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Tixocortol,DB09091,R01,Nasal preparations 
Plicamycin,DB06810,L01,Antineoplastic agents 
Difemerine,DB13380,A03,Drugs for functional gastrointestinal disorders 
Arginine glutamate,DB13207,A05,Bile and liver therapy 
Cerium oxalate,DB13519,A04,Antiemetics and antinauseants 
Paromomycin,DB01421,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Anidulafungin,DB00362,J02,Antimycotics for systemic use 
Xenon Xe-127,DB09461,V09,Diagnostic radiopharmaceuticals 
Tenitramine,DB13637,C01,Cardiac therapy 
Lanthanum Carbonate,DB06792,V03,All other therapeutic products 
Ferric Maltol,DB15598,B03,Antianemic preparations 
"6,10-Methano-6H-pyrazino[2,3-h][3]benzazepine, 7,8,9,10-tetrahydro-",DB01273,N07,Other nervous system drugs 
"6,10-Methano-6H-pyrazino[2,3-h][3]benzazepine, 7,8,9,10-tetrahydro-",DB01273,S01,Ophthalmologicals
Iron-59 citrate,DB13582,V09,Diagnostic radiopharmaceuticals 
Biotin,DB00121,A11,Vitamins
Temocillin,DB12343,J01,Antibacterials for systemic use 
angiotensin II,DB11842,C01,Cardiac therapy 
Atropine,DB00572,A03,Drugs for functional gastrointestinal disorders 
Atropine,DB00572,S01,Ophthalmologicals 
Esatenolol,DB13443,C07,Beta blocking agents 
Ropivacaine,DB00296,N01,Anesthetics 
Migalastat,DB05018,A16,Other alimentary tract and metabolism products 
Erlotinib,DB00530,L01,Antineoplastic agents 
Esketamine,DB11823,N01,Anesthetics 
Esketamine,DB11823,N06,Psychoanaleptics 
Melagatran,DB13616,B01,Antithrombotic agents 
Bilastine,DB11591,R06,Antihistamines for systemic use 
Bilastine,DB11591,S01,Ophthalmologicals 
Sulfamazone,DB13556,J01,Antibacterials for systemic use 
Deflazacort,DB11921,H02,Corticosteroids for systemic use 
Carbocysteine,DB04339,R05,Cough and cold preparations 
Etravirine,DB06414,J05,Antivirals for systemic use 
Tribenoside,DB13227,C05,Vasoprotectives 
Tribenoside,DB13227,C05,Vasoprotectives 
Fenpiprane,DB13439,A03,Drugs for functional gastrointestinal disorders 
Troleandomycin,DB13179,J01,Antibacterials for systemic use 
Deptropine,DB13466,R06,Antihistamines for systemic use 
Dronedarone,DB04855,C01,Cardiac therapy 
Ramelteon,DB00980,N05,Psycholeptics 
Droxypropine,DB13436,R05,Cough and cold preparations 
Lapatinib,DB01259,L01,Antineoplastic agents 
Darunavir,DB01264,J05,Antivirals for systemic use 
Iclaprim,DB06358,J01,Antibacterials for systemic use 
Lurasidone,DB08815,N05,Psycholeptics 
Dapivirine,DB08639,G01,Gynecological antiinfectives and antiseptics 
Deferasirox,DB01609,V03,All other therapeutic products 
Sitaxentan,DB06268,C02,Antihypertensives 
Sorafenib,DB00398,L01,Antineoplastic agents 
Lenalidomide,DB00480,L04,Immunosuppressants 
Lasofoxifene,DB06202,G03,Sex hormones and modulators of the genital system 
Regadenoson,DB06213,C01,Cardiac therapy
Lacosamide,DB06218,N03,Antiepileptics 
Gedocarnil,DB13534,N05,Psycholeptics 
Gepefrine,DB13703,C01,Cardiac therapy 
Demecolcine,DB13318,L01,Antineoplastic agents 
Cholic Acid,DB02659,A05,Bile and liver therapy 
Cortisone,DB14681,H02,Corticosteroids for systemic use 
Cortisone,DB14681,S01,Ophthalmologicals 
Allylestrenol,DB01431,G03,Sex hormones and modulators of the genital system 
Epimestrol,DB13386,G03,Sex hormones and modulators of the genital system 
Medrysone,DB00253,S01,Ophthalmologicals 
Estramustine,DB01196,L01,Antineoplastic agents
Pheneticillin,DB13337,J01,Antibacterials for systemic use 
Noscapine,DB06174,R05,Cough and cold preparations 
Omacetaxine Mepesuccinate,DB04865,L01,Antineoplastic agents
Rosoxacin,DB00817,J01,Antibacterials for systemic use 
Formocortal,DB13664,S01,Ophthalmologicals 
Bortezomib,DB00188,L01,Antineoplastic agents 
Ritonavir,DB00503,J05,Antivirals for systemic use 
Oxaflozane,DB13457,N06,Psychoanaleptics 
D-Glucosamine,DB01296,M01,Antiinflammatory and antirheumatic products 
Norepinephrine,DB00368,C01,Cardiac therapy 
Oxitriptan,DB02959,N06,Psychoanaleptics 
Bekanamycin,DB13673,J01,Antibacterials for systemic use 
Dihydrostreptomycin,DB11512,S01,Ophthalmologicals 
Ouabain,DB01092,C01,Cardiac therapy 
Pentostatin,DB00552,L01,Antineoplastic agents
Quinidine,DB00908,C01,Cardiac therapy 
Meropenem,DB00760,J01,Antibacterials for systemic use 
Griseofulvin,DB00400,D01,Antifungals for dermatological use 
Griseofulvin,DB00400,D01,Antifungals for dermatological use 
Cefoxitin,DB01331,J01,Antibacterials for systemic use 
Digitoxin,DB01396,C01,Cardiac therapy 
Saquinavir,DB01232,J05,Antivirals for systemic use 
Silver Sulfadiazine,DB05245,D06,Antibiotics and chemotherapeutics for dermatological use 
Pentazocine,DB00652,N02,Analgesics 
Pancuronium,DB01337,M03,Muscle relaxants 
Abacavir,DB01048,J05,Antivirals for systemic use 
Netilmicin,DB00955,J01,Antibacterials for systemic use 
Netilmicin,DB00955,S01,Ophthalmologicals 
Miglitol,DB00491,A10,Drugs used in diabetes 
Mometasone,DB00764,D07,"Corticosteroids, dermatological preparations "
Mometasone,DB00764,D07,"Corticosteroids, dermatological preparations "
Mometasone,DB00764,R01,Nasal preparations 
Mometasone,DB00764,R03,Drugs for obstructive airway diseases 
Metyrosine,DB00765,C02,Antihypertensives 
Terconazole,DB00251,G01,Gynecological antiinfectives and antiseptics 
Bacampicillin,DB01602,J01,Antibacterials for systemic use 
Linezolid,DB00601,J01,Antibacterials for systemic use
Cathine,DB01486,A08,"Antiobesity preparations, excl. diet products "
Cymarine,DB13240,C01,Cardiac therapy 
Visnadine,DB13355,C04,Peripheral vasodilators 
Mersalyl acid,DB09338,C03,Diuretics 
Hetacillin,DB00739,J01,Antibacterials for systemic use 
Zinc Gluconate,DB11248,A12,Mineral supplements 
Barnidipine,DB09227,C08,Calcium channel blockers 
Eplerenone,DB00700,C03,Diuretics 
Temocapril,DB08836,C09,Agents acting on the renin-angiotensin system 
Tolterodine,DB01036,G04,Urologicals 
Ergonovine,DB01253,G02,Other gynecologicals 
Difluprednate,DB06781,D07,"Corticosteroids, dermatological preparations "
Halcinonide,DB06786,D07,"Corticosteroids, dermatological preparations "
Metildigoxin,DB13401,C01,Cardiac therapy 
Terguride,DB13399,G02,Other gynecologicals 
Vinpocetine,DB12131,N06,Psychoanaleptics 
Amcinonide,DB00288,D07,"Corticosteroids, dermatological preparations "
Tibolone,DB09070,G03,Sex hormones and modulators of the genital system 
Gadoversetamide,DB00538,V08,Contrast media 
Voglibose,DB04878,A10,Drugs used in diabetes 
Sultamicillin,DB12127,J01,Antibacterials for systemic use 
Darifenacin,DB00496,G04,Urologicals 
Tretinoin,DB00755,D10,Anti-acne preparations 
Tretinoin,DB00755,L01,Antineoplastic agents 
Fumaric Acid,DB01677,D05,Antipsoriatics 
Retinol,DB00162,R01,Nasal preparations 
Retinol,DB00162,S01,Ophthalmologicals
Retinol,DB00162,A11,Vitamins 
Retinol,DB00162,D10,Anti-acne preparations 
Tacrolimus,DB00864,D11,Other dermatological preparations 
Tacrolimus,DB00864,L04,Immunosuppressants 
Cerivastatin,DB00439,C10,Lipid modifying agents 
Rosuvastatin,DB01098,C10,Lipid modifying agents 
Cocaine,DB00907,N01,Anesthetics 
Cocaine,DB00907,R02,Throat preparations 
Cocaine,DB00907,S01,Ophthalmologicals 
Cocaine,DB00907,S02,Otologicals 
Mycophenolic Acid,DB01024,L04,Immunosuppressants 
Mupirocin,DB00410,D06,Antibiotics and chemotherapeutics for dermatological use 
Mupirocin,DB00410,R01,Nasal preparations 
Brivudine,DB03312,J05,Antivirals for systemic use 
Fosfomycin,DB00828,J01,Antibacterials for systemic use
Fosfomycin,DB00828,S02,Otologicals 
Azithromycin,DB00207,S01,Ophthalmologicals 
Azithromycin,DB00207,J01,Antibacterials for systemic use 
Obeticholic Acid,DB05990,A05,Bile and liver therapy 
Diethylstilbestrol,DB00255,G03,Sex hormones and modulators of the genital system 
Diethylstilbestrol,DB00255,G03,Sex hormones and modulators of the genital system 
Diethylstilbestrol,DB00255,L02,Endocrine therapy 
Octreotide,DB00104,H01,Pituitary and hypothalamic hormones and analogues 
Alitretinoin,DB00523,D11,Other dermatological preparations 
Alitretinoin,DB00523,L01,Antineoplastic agents 
Roflumilast,DB01656,R03,Drugs for obstructive airway diseases
Demoxytocin,DB13798,H01,Pituitary and hypothalamic hormones and analogues 
Iodocholesterol (131I),DB13797,V09,Diagnostic radiopharmaceuticals 
Fluciclovine (18F),DB13146,V09,Diagnostic radiopharmaceuticals 
Aclarubicin,DB11617,L01,Antineoplastic agents 
Decitabine,DB01262,L01,Antineoplastic agents 
Colfosceril palmitate,DB09114,R07,Other respiratory system products 
Pantethine,DB11190,A11,Vitamins
Teniposide,DB00444,L01,Antineoplastic agents 
Valrubicin,DB00385,L01,Antineoplastic agents 
Pretomanid,DB05154,J04,Antimycobacterials 
Cefamandole,DB01326,J01,Antibacterials for systemic use 
Dactinomycin,DB00970,L01,Antineoplastic agents 
Tiazofurin,DB13243,L01,Antineoplastic agents
Melphalan,DB01042,L01,Antineoplastic agents 
Posaconazole,DB01263,J02,Antimycotics for systemic use 
Dibekacin,DB13270,J01,Antibacterials for systemic use 
Dibekacin,DB13270,S01,Ophthalmologicals 
Maribavir,DB06234,J05,Antivirals for systemic use 
Micafungin,DB01141,J02,Antimycotics for systemic use 
Brincidofovir,DB12151,J05,Antivirals for systemic use 
Delafloxacin,DB11943,J01,Antibacterials for systemic use 
Efinaconazole,DB09040,D01,Antifungals for dermatological use 
Favipiravir,DB12466,J05,Antivirals for systemic use 
Riboflavin,DB00140,A11,Vitamins
Riboflavin,DB00140,S01,Ophthalmologicals
Laninamivir,DB12791,J05,Antivirals for systemic use 
Potassium Permanganate,DB13831,D08,Antiseptics and disinfectants 
Potassium Permanganate,DB13831,V03,All other therapeutic products 
Sodium Bicarbonate,DB01390,B05,Blood substitutes and perfusion solutions 
Sodium Bicarbonate,DB01390,B05,Blood substitutes and perfusion solutions 
Potassium Bicarbonate,DB11098,A12,Mineral supplements 
Potassium Perchlorate,DB09418,H03,Thyroid therapy 
Potassium Acetate,DB14498,B05,Blood substitutes and perfusion solutions 
Sodium Acetate,DB09395,B05,Blood substitutes and perfusion solutions 
Ipidacrine,DB13668,N06,Psychoanaleptics 
Tolfenamic acid,DB09216,M01,Antiinflammatory and antirheumatic products 
Urea C-13,DB09510,V04,Diagnostic agents
Hydrocortisone Probutate,DB14543,D07,"Corticosteroids, dermatological preparations "
Carbenoxolone,DB02329,A02,Drugs for acid related disorders 
Cefpiramide,DB00430,J01,Antibacterials for systemic use 
Dimethyl Fumarate,DB08908,L04,Immunosuppressants 
Protirelin,DB09421,V04,Diagnostic agents 
Cannabidiol,DB09061,N03,Antiepileptics 
Sparteine,DB06727,C01,Cardiac therapy 
Buprenorphine,DB00921,N02,Analgesics 
Buprenorphine,DB00921,N07,Other nervous system drugs 
Lypressin,DB14642,H01,Pituitary and hypothalamic hormones and analogues 
Nilotinib,DB04868,L01,Antineoplastic agents 
Mezlocillin,DB00948,J01,Antibacterials for systemic use 
Cefsulodin,DB13499,J01,Antibacterials for systemic use 
Trilostane,DB01108,H02,Corticosteroids for systemic use 
Methylatropine,DB13833,A03,Drugs for functional gastrointestinal disorders 
Bucillamine,DB12160,M01,Antiinflammatory and antirheumatic products 
lanatoside C,DB13467,C01,Cardiac therapy 
Polidocanol,DB06811,C05,Vasoprotectives 
Oxtriphylline,DB01303,R03,Drugs for obstructive airway diseases 
Mitobronitol,DB13543,L01,Antineoplastic agents 
Tropisetron,DB11699,A04,Antiemetics and antinauseants 
Norcholestenol iodomethyl ((sup 131)I),DB13487,V09,Diagnostic radiopharmaceuticals 
Benidipine,DB09231,C08,Calcium channel blockers 
Leuprolide,DB00007,L02,Endocrine therapy 
Fludarabine,DB01073,L01,Antineoplastic agents 
Choline Alfoscerate,DB04660,N07,Other nervous system drugs 
Propylthiouracil,DB00550,H03,Thyroid therapy 
Prothionamide,DB12667,J04,Antimycobacterials 
Chlorprothixene,DB01239,N05,Psycholeptics 
Cidoxepin,DB01142,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Cidoxepin,DB01142,N06,Psychoanaleptics 
Dienestrol,DB00890,G03,Sex hormones and modulators of the genital system 
Dienestrol,DB00890,G03,Sex hormones and modulators of the genital system 
Etomidate,DB00292,N01,Anesthetics 
Mercaptopurine,DB01033,L01,Antineoplastic agents 
Mesulfen,DB13356,D10,Anti-acne preparations 
Mesulfen,DB13356,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Methisazone,DB13641,J05,Antivirals for systemic use 
Methylthiouracil,DB13644,H03,Thyroid therapy 
Dexketoprofen,DB09214,M01,Antiinflammatory and antirheumatic products 
Dexketoprofen,DB09214,M02,Topical products for joint and muscular pain 
Benzylthiouracil,DB13804,H03,Thyroid therapy 
"8-hydroxy-5-[(1R,2S)-1-hydroxy-2-[(propan-2-yl)amino]butyl]-1,2-dihydroquinolin-2-one",DB01366,R03,Drugs for obstructive airway diseases 
"8-hydroxy-5-[(1R,2S)-1-hydroxy-2-[(propan-2-yl)amino]butyl]-1,2-dihydroquinolin-2-one",DB01366,R03,Drugs for obstructive airway diseases 
Pyrantel,DB11156,P02,Anthelmintics 
Flunarizine,DB04841,N07,Other nervous system drugs 
Thiothixene,DB01623,N05,Psycholeptics 
Eszopiclone,DB00402,N05,Psycholeptics 
Benztropine,DB00245,N04,Anti-parkinson drugs 
Methimazole,DB00763,H03,Thyroid therapy 
Sulindac,DB00605,M01,Antiinflammatory and antirheumatic products 
Zucapsaicin,DB09120,M02,Topical products for joint and muscular pain 
Capsaicin,DB06774,M02,Topical products for joint and muscular pain 
Capsaicin,DB06774,N01,Anesthetics 
Enclomiphene,DB06735,G03,Sex hormones and modulators of the genital system 
Levocetirizine,DB06282,R06,Antihistamines for systemic use 
Terbinafine,DB00857,D01,Antifungals for dermatological use 
Terbinafine,DB00857,D01,Antifungals for dermatological use 
Ambazone,DB13697,R02,Throat preparations 
Idrocilamide,DB13297,M02,Topical products for joint and muscular pain 
Drotaverine,DB06751,A03,Drugs for functional gastrointestinal disorders 
Thioguanine,DB00352,L01,Antineoplastic agents 
Digoxin,DB00390,C01,Cardiac therapy 
Tamoxifen,DB00675,L02,Endocrine therapy 
Ethionamide,DB00609,J04,Antimycobacterials 
Fusidic Acid,DB02703,S01,Ophthalmologicals 
Fusidic Acid,DB02703,D06,Antibiotics and chemotherapeutics for dermatological use 
Fusidic Acid,DB02703,D09,Medicated dressings 
Fusidic Acid,DB02703,J01,Antibacterials for systemic use 
Hyoscine,DB00747,A04,Antiemetics and antinauseants 
Hyoscine,DB00747,N05,Psycholeptics 
Hyoscine,DB00747,S01,Ophthalmologicals 
Artemotil,DB13851,P01,Antiprotozoals 
Lincomycin,DB01627,J01,Antibacterials for systemic use 
Sulfathiourea,DB13699,J01,Antibacterials for systemic use 
Thiopental,DB00599,N01,Anesthetics 
Thiopental,DB00599,N05,Psycholeptics 
Tiocarlide,DB13608,J04,Antimycobacterials 
Sulbutiamine,DB13416,A11,Vitamins 
Telithromycin,DB00976,J01,Antibacterials for systemic use 
Maraviroc,DB04835,J05,Antivirals for systemic use 
Luliconazole,DB08933,D01,Antifungals for dermatological use 
Toremifene,DB00539,L02,Endocrine therapy 
Telaprevir,DB05521,J05,Antivirals for systemic use 
Nelarabine,DB01280,L01,Antineoplastic agents 
"Mercuric Chloride, Ammoniated",DB13344,D08,Antiseptics and disinfectants 
S-Benzoylthiamine monophosphate,DB11748,A11,Vitamins 
Dezocine,DB01209,N02,Analgesics 
Dapiprazole,DB00298,S01,Ophthalmologicals 
Cinolazepam,DB01594,N05,Psycholeptics 
Nizax,DB00585,A02,Drugs for acid related disorders 
Dolasetron,DB00757,A04,Antiemetics and antinauseants 
Levosimendan,DB00922,C01,Cardiac therapy 
Loprazolam,DB13643,N05,Psycholeptics 
"N-(1,3-Benzodioxol-5-ylmethyl)-N'-[2-[[[5-[(dimethylamino)methyl]-2-furanyl]methyl]thio]ethyl]-2-nitro-1,1-ethenediamine",DB13760,A02,Drugs for acid related disorders 
Nicofetamide,DB13531,A03,Drugs for functional gastrointestinal disorders 
Omoconazole,DB13684,D01,Antifungals for dermatological use 
Omoconazole,DB13684,G01,Gynecological antiinfectives and antiseptics 
Orlistat,DB01083,A08,"Antiobesity preparations, excl. diet products "
Sulfatolamide,DB13547,G01,Gynecological antiinfectives and antiseptics 
Quinine,DB00468,P01,Antiprotozoals 
Tropatepine,DB13252,N04,Anti-parkinson drugs 
Amrubicin,DB06263,L01,Antineoplastic agents 
"N-[(3S,6S,9S,11R,15S,18S,20R,21S,24S,25S)-3-[(1R)-3-amino-1-hydroxypropyl]-21-[(2-aminoethyl)amino]-6-[(1S,2S)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-11,20,25-trihydroxy-15-[(1R)-1-hydroxyethyl]-2,5,8,14,17,23-hexaoxo-1,4,7,13,16,22-hexaazatricyclo[22.3.0.0^{9,13}]heptacosan-18-yl]-10,12-dimethyltetradecanamide",DB00520,J02,Antimycotics for systemic use 
Ospemifene,DB04938,G03,Sex hormones and modulators of the genital system 
Magnesium Orotate,DB13786,A12,Mineral supplements 
Micronomicin,DB13274,S01,Ophthalmologicals 
Isepamicin,DB13540,J01,Antibacterials for systemic use 
Methenolone,DB13710,A14,Anabolic agents for systemic use 
Dimemorfan,DB13810,R05,Cough and cold preparations 
Neltenexine,DB13239,R05,Cough and cold preparations 
Nepinalone,DB13445,R05,Cough and cold preparations 
Prucalopride,DB06480,A06,Drugs for constipation 
Rasagiline,DB01367,N04,Anti-parkinson drugs 
Dasatinib,DB01254,L01,Antineoplastic agents 
Vandetanib,DB05294,L01,Antineoplastic agents 
Telavancin,DB06402,J01,Antibacterials for systemic use 
Arformoterol,DB01274,R03,Drugs for obstructive airway diseases 
Arformoterol,DB01274,R03,Drugs for obstructive airway diseases 
Fusafungine,DB08965,R02,Throat preparations 
Neocitrullamon,DB13396,N03,Antiepileptics 
2-(Chloromethyl)oxirane; prop-2-en-1-amine,DB00658,V03,All other therapeutic products 
Quinagolide,DB09097,G02,Other gynecologicals 
Ioflupane I-123,DB08824,V09,Diagnostic radiopharmaceuticals 
Hidrosmin,DB13490,C05,Vasoprotectives 
Sitagliptin,DB01261,A10,Drugs used in diabetes 
Flosequinan,DB13228,C01,Cardiac therapy 
Tolcapone,DB00323,N04,Anti-parkinson drugs 
Noxythiolin,DB13838,B05,Blood substitutes and perfusion solutions 
Elvitegravir,DB09101,J05,Antivirals for systemic use 
Dinoprostone,DB00917,G02,Other gynecologicals 
Dinoprost,DB12789,G02,Other gynecologicals 
Calcitriol,DB00136,D05,Antipsoriatics 
Calcitriol,DB00136,A11,Vitamins 
Beta-Carotene,DB06755,A11,Vitamins 
Beta-Carotene,DB06755,D02,Emollients and protectives 
Hymecromone,DB07118,A05,Bile and liver therapy 
Alprostadil,DB00770,C01,Cardiac therapy 
Alprostadil,DB00770,G04,Urologicals 
Ergocalciferol,DB00153,A11,Vitamins 
Cholecalciferol,DB00169,A11,Vitamins 
Rutin,DB01698,C05,Vasoprotectives 
Amphotericin B,DB00681,A01,Stomatological preparations 
Amphotericin B,DB00681,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Amphotericin B,DB00681,G01,Gynecological antiinfectives and antiseptics 
Amphotericin B,DB00681,J02,Antimycotics for systemic use 
Budesonide,DB01222,R03,Drugs for obstructive airway diseases 
Budesonide,DB01222,R01,Nasal preparations 
Budesonide,DB01222,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Budesonide,DB01222,D07,"Corticosteroids, dermatological preparations "
Cefprozil,DB01150,J01,Antibacterials for systemic use 
Oxymetholone,DB06412,A14,Anabolic agents for systemic use 
Pyrvinium,DB06816,P02,Anthelmintics 
Eprosartan,DB00876,C09,Agents acting on the renin-angiotensin system 
Montelukast,DB00471,R03,Drugs for obstructive airway diseases 
Mivacurium,DB01226,M03,Muscle relaxants 
Olopatadine,DB00768,R01,Nasal preparations 
Olopatadine,DB00768,S01,Ophthalmologicals 
Ethchlorvynol,DB00189,N05,Psycholeptics 
Entacapone,DB00494,N04,Anti-parkinson drugs 
Oxantel,DB13670,P02,Anthelmintics 
Paricalcitol,DB00910,H05,Calcium homeostasis 
Doxercalciferol,DB06410,H05,Calcium homeostasis 
Diosmin,DB08995,C05,Vasoprotectives 
Flupentixol,DB00875,N05,Psycholeptics 
Ubidecarenone,DB09270,C01,Cardiac therapy
Lafutidine,DB12770,A02,Drugs for acid related disorders 
Cilnidipine,DB09232,C08,Calcium channel blockers 
Josamycin,DB01321,J01,Antibacterials for systemic use 
Midecamycin,DB13456,J01,Antibacterials for systemic use 
Pecilocin,DB13459,D01,Antifungals for dermatological use 
Alfacalcidol,DB01436,A11,Vitamins 
Gefarnate,DB12079,A02,Drugs for acid related disorders 
Fungichromin,DB13571,G01,Gynecological antiinfectives and antiseptics 
Rokitamycin,DB13409,J01,Antibacterials for systemic use 
Travoprost,DB00287,S01,Ophthalmologicals 
Gemeprost,DB08964,G02,Other gynecologicals 
Ceftibuten,DB01415,J01,Antibacterials for systemic use 
